KodProduktu;Prognoza_M1;Prognoza_M2;Prognoza_M3
'3G066.01;0;0;0
'3G066.02;0;0;0
'3G066.03;0;0;0
'3G066.04;0;0;0
'3G066.05;0;0;0
'3G067;0;0;0
'3G067.01;0;0;0
'3G067.02;0;0;0
'3G067.03;0;0;0
'3G068;0;0;0
'3G068.01;0;0;0
'3G069;398,76;390,21;395,11
'3G070;0;0;0
'3G071;0;0;0
'3G071.01;0;0;0
'3G072;0;0;0
'3G073;0;0;0
'3G074;0;0;0
'3G075;0;0;0
'3G076;0;0;0
'3G077;0;0;0
'3G078;0;0;0
'3G079;0;0;0
'3G080;0,01;16,47;16,66
'3G080.01;0;0;0
'3G080.02;0;0;0
'3G080.05;0;0;0
'3G080.06;0;0;0
'3G080.07;0;0;0
'3G080.08;0;0;0
'3G080.10;0;0;0
'3G080X;0;0;0
'3G081;0;0;0
'3G081.01;0;0;0
'3G081.02;0;0;0
'3G081.03;0;0;0
'3G081.031;0;0;0
'3G081.04;0;0;0
'3G082;0;0;0
'3G082.01;0;0;0
'3G082.02;0;0;0
'3G083;0;0;0
'3G084;0;0;0
'3G085;0;0;0
'3G085.01;0;0;0
'3G086;0;0;0
'3G087;0;0;0
'3G088;0;0;0
'3G089;0;0;0
'3G090;0;0;0
'3G091;0;0;0
'3G091.01;0;0;0
'3G092;0;0;0
'3G092.01;20,32;9,78;10,11
'3G092.02;0,01;0,12;0
'3G092.03;0;0;0
'3G093.01;0;0;0
'3G093.02;0;0;0
'3G094;0;0;0
'3G094.01;0;0;0
'3G094.02;0;0;0
'3G094.03;0;0;0
'3G094.04;0;0;0
'3G094.05;0;0;0
'3G094.06;0;0;0
'3G094.07;0;0;0
'3G094.08;0;0;0
'3G094.09;0;0;0
'3G094.10;0;0;0
'3G095;0;0;0
'3G096;0;0;0
'3G098;0;0;0
'3G098.01;0;0;0
'3G098.02;0;0;0
'3G100;0;0;0
'3G101;0;0;0
'3G102;0;0;0
'3G103;0;0;0
'3G103.01;0;0;0
'3G104;0;0;0
'3G105;197,09;343,19;342,05
'3G105.01;198,27;516,17;501,45
'3G105.03;0,01;0,12;0
'3G106;0;0;0
'3G106.01;0;0;0
'3G106.02;113,06;107,01;295,26
'3G106.03;0,01;0,12;0
'3G106.04;0,01;0,12;0
'3G108;0;0;0
'3G108.01;0,01;0,2;0,44
'3G109;0;0;0
'3G110;0;0;0
'3G111;0;0;0
'3G112;0;0;0
'3G112.01;0;0;0
'3G113;0;0;0
'3G114;0;0;0
'3G115;0;0;0
'3G115.01;0;0;0
'3G115.02;0;0;0
'3G115.03;0;0;0
'3G116;0;0;0
'3G117;0;0;0
'3G118;0;0;0
'3G118.01;0;0;0
'3G119;0;0;0
'3G120;0;0;0
'3G121;0;0;0
'3G122;0;0;0
'3G123;0;0;0
'3G124;0;0;0
'3G125;0;0;0
'3G126;0;0;0
'3G128;0;0;0
'3G129;0;0;0
'3G130;0,2;0,4;0
'3G130.01;13,17;9,66;18,94
'3G130.01N;0;0;0
'3G130.02;0;0;0
'3G130.03;0;0;0
'3G131;0;0;0
'3G131.01;0;0;0
'3G132;0;0;0
'3G132.01;0;0;0
'3G132.02;0;0;0
'3G133;0;0;0
'3G133.03;0;0;0
'3G133.04;0;0;0
'3G133.05;24,26;38,12;58,58
'3G133.06;0;0;0
'3G135;0;0;0
'3G135.01;0,01;0,12;0,12
'3G135.02;0,01;0,12;0,12
'3G136;0;0;0
'3G136.01;0;0;0
'3G137;24,47;19,75;19,51
'3G137.01;0;0;0
'3G138;0;0;0
'3G139;0;0;0
'3G140;0;0;0
'3G141.04;0;0;0
'3G141.041;0;0;0
'3G141.11;0;0;0
'3G142;0;0;0
'3G143;0;0;0
'3G144;0;0;0
'3G145;0,01;0,12;0,04
'3G145.01;0;0;0
'3G146;0;0;0
'3G146.01;0;0;0
'3G147;0;0;0
'3G148;0;0;0
'3G148.01;0;0;0
'3G149;0;0;0
'3G149.01;0;0;0
'3G151;0;0;0
'3G153;0;0;0
'3G153.01;0;0;0
'3G153.02;0;0;0
'3G153.021;0;0;0
'3G153.03;0;0;0
'3G153.031;0;0;0
'3G153.04;0;0;0
'3G154;0;0;0
'3G154.01;0;0;0
'3G155;0;0;0
'3G155.01;0;0;0
'3G156;0;0;0
'3G156.01;0;0;0
'3G156.02;0;0;0
'3G157;0;0;0
'3G157.01;0;0;0
'3G157.02;33,04;33,68;34,06
'3G157.03;33,04;33,68;34,06
'3G157X;0;0;0
'3G158;0;0;0
'3G158.01;0;0;0
'3G158.02;0;0;0
'3G158.04;0;0;0
'3G158.06;0,7;2,47;2,62
'3G158.08;0,01;0,12;0,12
'3G158.09;0;0;0
'3G158.10;0;0;0
'3G158.11;48,82;47,92;48,46
'3G158.12;0;0;0
'3G158.13;10,1;10,16;10,2
'3G158.14;0;0;0
'3G158.15;0;0;0
'3G158.17;0,68;0,22;0,4
'3G158.19;0,7;0,7;0,7
'3G159;0;0;0
'3G160;0;0;0
'3G160.01;0;0;0
'3G161;0;0;0
'3G161.01;55,38;55,06;71,24
'3G162;0;0;0
'3G163;0;0;0
'3G164;0;0;0
'3G164.01;0;0;0
'3G165;0;0;0
'3G165.01;2573,18;2743,63;494,74
'3G166;0,01;5,72;6,17
'3G167;0;0;0
'3G167.01;0;0;0
'3G167.010;0;0;0
'3G167.011;0;0;0
'3G167.012;0;0;0
'3G167.013;0;0;0
'3G167.0131;0;0;0
'3G167.014;0;0;0
'3G167.016;0;0;0
'3G167.018;0;0;0
'3G167.019;0;0;0
'3G167.02;0;0;0
'3G167.03;0;0;0
'3G167.04;0;0;0
'3G167.06;0;0;0
'3G167.07;0;0;0
'3G167.08;0;0;0
'3G167.09;0;0;0
'3G167.10;0;0;0
'3G167.11;0;0;0
'3G167.12;0;0;0
'3G167.14;0;0;0
'3G167.15;0;0;0
'3G167.16;0;0;0
'3G167.17;0;0;0
'3G167.18;0;0;0
'3G167.20;0;0;0
'3G168;0;0;0
'3G168.011;0;0;0
'3G168.02;0;0;0
'3G168.03;0;0;0
'3G169;0;0;0
'3G169.01;0;0;0
'3G169.03;0;0;0
'3G169.05;0;0;0
'3G169.07;0;0;0
'3G170;0;0;0
'3G171;0;0;0
'3G172;0;0;0
'3G172.01;0;0;0
'3G173;0;0;0
'3G173.01;0;0;0
'3G174;0;0;0
'3G175;0;0;0
'3G176;0;0;0
'3G176.01;0;0;0
'3G177;0,42;0,39;0,5
'3G178;0;0;0
'3G178.01;0;0;0
'3G179;0;0;0
'3G180;0;0;0
'3G181;0;0;0
'3G182;0;0;0
'3G182.01;0;0;0
'3G183;0;0;0
'3G184;0;0;0
'3G185;0;0;0
'3G185.01;0;0;0
'3G186;0;0;0
'3G186.01;0;0;0
'3G187;0;0;0
'3G188;0;0;0
'3G188.03;0;0;0
'3G188.05;0;0;0
'3G188.06;0;0;0
'3G188.07;0;0;0
'3G188.08;0;0;0
'3G188.09;0;0;0
'3G189;0;0;0
'3G190;14,77;0;16,34
'3G190.01;0;0;0
'3G190.02;8,94;6,51;3,52
'3G190.03;0;0;0
'3G191;0;0;0
'3G191.01;0;0;0
'3G191.02;0;0;0
'3G191.03;0;0;0
'3G192;0;0;0
'3G193;0;0;0
'3G194;0;0;0
'3G195;0;0;0
'3G196;0;0;0
'3G196.01;0;0;0
'3G198;0;0;0
'3G199;0;0;0
'3G199.01;0;0;0
'3G199.02;0;0;0
'3G199.03;0;0;0
'3G200;0;0;0
'3G200.01;0;0;0
'3G201;0;5,36;0
'3G201.01;0;6,78;19,83
'3G203;0;0;0
'3G204;0,01;12,11;0
'3G205;0;0;0
'3G206;0;0;0
'3G207;0;0;0
'3G207.01;0;0;0
'3G208;0;0;0
'3G209;40,92;33,01;70,45
'3G209.01;15,7;30,01;30,02
'3G209.02;0,01;0;0,01
'3G209X;0;0;0
'3G210;0;0;0
'3G210.01;0;0;0
'3G210.02;0;0;0
'3G210.04;0;0;0
'3G210.08;0;0;0
'3G210.09;0;0;0
'3G211;15,96;37,64;37,59
'3G211.01;0;0;0
'3G212.01;0;0;0
'3G214;0;0;0
'3G214.01;0;0;0
'3G215;0;0;0
'3G216;0;0;0
'3G217;9,41;26,1;29,7
'3G217.01;0;0;0
'3G218;0;0;0
'3G219;0;0;0
'3G219.01;0;0;0
'3G220;0;0;0
'3G220.01;0;0;0
'3G220.02;0;0;0
'3G221;0;0;0
'3G221.01;0;0;0
'3G221.02;0;0;0
'3G221.021;0,01;0;0,01
'3G221.03;0;0;0
'3G221.04;0;0;0
'3G221.05;0;0;0
'3G221.06;0;0;0
'3G221.07;0;0;0
'3G221.10;0;0;0
'3G221.11;0;0;0
'3G221.111;0;0;0
'3G221.12;0;0;0
'3G221.13;0;0;0
'3G221.14;19,41;70,96;71,55
'3G221.15;0,01;9,01;10,05
'3G221.16;0;0;0
'3G221.17;0,01;0;0,01
'3G222;0;0;0
'3G222.01;0;0;0
'3G222.02;0;0;0
'3G224;0;0;0
'3G224.01;0;0;0
'3G225;0;0;0
'3G226;0;0;0
'3G227;0;0;0
'3G228;0;0;0
'3G229;0;0;0
'3G229.01;0;0;0
'3G229.02;0;0;0
'3G229.03;0;0;0
'3G230;0;0;0
'3G230.01;0;0;0
'3G231;0;0;0
'3G231.01;0;0;0
'3G232;0;0;0
'3G232.01;0;0;0
'3G233;0;0;0
'3G233.01;0;0;0
'3G233.013;0;0;0
'3G233.0141;0;0;0
'3G233.015;0;0;0
'3G233.016;0;0;0
'3G233.017;0;0;0
'3G233.018;0;0;0
'3G233.0181;0;0;0
'3G233.019;0;0;0
'3G233.0191;0;0;0
'3G233.02;0;0;0
'3G233.021;0;0;0
'3G233.03;0;0;0
'3G234;0;0;0
'3G234.01;0;0;0
'3G234.02;0;0;0
'3G234.03;0;0;0
'3G235;0;0;0
'3G235.01;0;0;0
'3G235.02;0;0;0
'3G235.03;0;0;0
'3G235X;0;0;0
'3G236;0;0;0
'3G236.01;0;0;0
'3G236.02;0;0;0
'3G236.03;0;0;0
'3G237;0;0;0
'3G237.01;0;0;0
'3G237.02;0;0;0
'3G237.03;0;0;0
'3G237.04;0;0;0
'3G237.05;0;0;0
'3G237.06;0;0;0
'3G237.07;0;0;0
'3G237.08;0;0;0
'3G237.09;0;0;0
'3G237.10;0;0;0
'3G237.11;0;0;0
'3G237.12;0;0;0
'3G237.14;0;0;0
'3G237.15;0;0;0
'3G237.16;0;0;0
'3G237.17;0;0;0
'3G237.18;0;0;0
'3G237.19;0;0;0
'3G237.20;0;0;0
'3G237.21;0;0;0
'3G237.22;0;0;0
'3G237.23;0;0;0
'3G238;0;0;0
'3G238.01;0;0;0
'3G238.02;0;0;0
'3G238.03;0;0;0
'3G238.04;0;0;0
'3G238.05;0;0;0
'3G238.06;0;0;0
'3G238X;0;0;0
'3G239;0;0;0
'3G239.01;0;0;0
'3G239.02;0;0;0
'3G239.03;0;0;0
'3G239.04;0;0;0
'3G239.05;0;0;0
'3G239.06;0;0;0
'3G239.07;0;0;0
'3G239.08;0;0;0
'3G239.09;0;0;0
'3G239.10;0;0;0
'3G239.11;0;0;0
'3G239.12;0;0;0
'3G239.13;0;0;0
'3G239.14;0;0;0
'3G239.15;0;0;0
'3G240;0;0;0
'3G240.01;0;0;0
'3G240.02;0;0;0
'3G240.03;0;0;0
'3G240.04;0;0;0
'3G240.05;0;0;0
'3G240.06;0;0;0
'3G240.07;0;0;0
'3G240.08;0;0;0
'3G240.09;0;0;0
'3G241;0;0;0
'3G241.01;0;0;0
'3G242;0;0;0
'3G242.01;0;0;0
'3G243.01;0;0;0
'3G244;0;0;0
'3G244.01;0;0;0
'3G245;0;0;0
'3G245.01;0;0;0
'3G245.02;0;0;0
'3G245.03;0;0;0
'3G245.04;0;0;0
'3G245.05;0;0;0
'3G245.06;0;0;0
'3G246;0,01;0,37;0,44
'3G246.01;0;0;0
'3G246.02;0;0;0
'3G246.03;0;0;0
'3G246.04;0;0;0
'3G246.05;0;0;0
'3G246.06;0;0;0
'3G246.07;0;0;0
'3G247;0;0;0
'3G247.01;0;0;0
'3G248;0;0;0
'3G248.01;0;0;0
'3G249;43,95;39,23;44,72
'3G250;0;0;0
'3G250.01;0;0;0
'3G250.02;0;0;0
'3G250.021;0;0;0
'3G250.022;0;0;0
'3G250.023;0;0;0
'3G250.03;0;0;0
'3G250.031;0;0;0
'3G250.032;0;0;0
'3G250.04;0;0;0
'3G251;0;0;0
'3G251.01;0;0;0
'3G252;0;0;0
'3G252.01;0;0;0
'3G254;0;0;0
'3G255;0;0;0
'3G255.01;0;0;0
'3G256;0,01;0;0
'3G256.01;0,01;0,12;0,12
'3G257;0;0;0
'3G258;0;0;0
'3G259;0;0;0
'3G260;0;0;0
'3G260.01;0;0;0
'3G260.02;0;0;0
'3G261;0;0;0
'3G261.01;0;0;0
'3G262;0;0;0
'3G263;0;0;0
'3G264;0;0;0
'3G264.01;0;0;0
'3G265;0;0;0
'3G265.01;0;0;0
'3G266;0;0;0
'3G267;7,95;0;144,89
'3G268;0;0;0
'3G269;0;0;0
'3G269.01;0;0;0
'3G270.02;0,68;1,55;1,61
'3G270.02X;0;0;0
'3G270.03;0;0;0
'3G270.04;0;0;0
'3G270.041;0;0;0
'3G271;0;0;0
'3G272;0;0;0
'3G272.01;0;0;0
'3G273;0;0;0
'3G273.01;0;0;0
'3G273.02;0;0;0
'3G273.03;0;0;0
'3G273.04;0;0;0
'3G274;0;0;0
'3G275;0;0;0
'3G276;0;0;0
'3G276.01;0;0;0
'3G276.02;0;0;0
'3G276.03;0;0;0
'3G277;0;0;0
'3G277.01;0;0;0
'3G277.02;0;0;0
'3G277.03;0;0;0
'3G278;0;0;0
'3G279;389,94;371,06;392,81
'3G280;0;0;0
'3G280.01;0;0;0
'3G281;0;0;0
'3G282;0;0;0
'3G283;0;0;0
'3G284;0;0;0
'3G284.01;0;0;0
'3G285;0;0;0,01
'3G285.01;0,01;0;0,01
'3G286;0;0;0
'3G286.01;0;0;0
'3G287;0;0;0
'3G287.01;0;0;0
'3G287.02;0,08;0,12;11,93
'3G287.03;0,01;0,12;0,04
'3G288;0;0;0
'3G289;0;0;0
'3G290;0;0;0
'3G290.01;0;0;0
'3G290.03;0;0;0
'3G291.03;0;0;0
'3G291.031;0;0;0
'3G292.02;0;0;0
'3G293;0;0;0
'3G293.01;0;0;0
'3G293.02;0;0;0
'3G294;0;0;0
'3G295;0;0;0
'3G295.01;0;0;0
'3G296;0;0;0
'3G297;0;0;0
'3G299;0;0;0
'3G300;0;0;0,01
'3G301;0;0;0
'3G302;0;0;0
'3G303;0;0;0
'3G304;0;0;0
'3G305;0;0;0
'3G306;0;0;0
'3G307;0;0;0
'3G307.01;0;0;0
'3G307.04;0;0;0
'3G308;0;0;0
'3G308.02;0;0;0
'3G308.03;0;0;0
'3G309;0;0;0
'3G310;0;0;0
'3G311;0;0;0
'3G312;0;0;0
'3G313;0;0;0
'3G314;0;5,18;5,18
'3G314.01;176,68;147,54;283,78
'3G314.02;0;0;0
'3G315;0,12;0,05;0,12
'3G316;0;0;0
'3G317;0;0;0
'3G317.01;0;0;0
'3G319;0;0;0
'3G319.02;0;0;0
'3G320;74,18;99,15;101,07
'3G321;0;0;0
'3G321.01;0;0;0
'3G322;0,01;0,12;0
'3G322.01;0;0;0
'3G323;0;0;0
'3G323.01;0;0;0
'3G324;0;0;0
'3G324.01;0;0;0
'3G324.02;0;0;0
'3G325;0;0;0
'3G326;0,01;0,12;0,12
'3G326.01;0;0;0
'3G327;0;0;0
'3G327.01;0;0;0
'3G327.02;0;0;0
'3G327.03;0;0;0
'3G328;0;0;0
'3G328.01;0;0;0
'3G328.02;0,01;0;0
'3G328.03;0,12;0;0
'3G328.04;0,01;0;0
'3G328.05;0,01;0;0
'3G329;0,01;2,34;2,62
'3G329.01;0;0;0
'3G330;0;0;0
'3G330.01;0;0;0
'3G331;0;0;0
'3G332;0;0;0
'3G333;0;0;0
'3G334;0;0;0
'3G334.01;0;0;0
'3G335;0;0;0
'3G336;0;0;0
'3G337;0;0;0
'3G338;0;0;0
'3G339;0;0;0
'3G339.01;0;0;0
'3G340;0;0;0
'3G340.01;0;0;0
'3G341;0;0;0
'3G342;0;0;0
'3G343;49,06;32,27;31,87
'3G344;0;0;0
'3G345;0;0;0
'3G345.01;0;0;0
'3G345.02;0;0;0
'3G345.03;21,1;19,59;19,86
'3G345.04;0;0;0
'3G345.05;0;0;0
'3G345.06;0;0;0
'3G345.07;0;0;0
'3G345.08;0;0;0
'3G345.09;0,01;0,12;0,12
'3G345.10;0,01;0,12;0,12
'3G345.11;2,29;2,62;2,81
'3G345.12;2,29;2,62;2,81
'3G346;0;0;0
'3G346.01;0;19,03;0
'3G346.011;0;0;0
'3G346.02;0;0;0
'3G346.021;0;3,22;0
'3G346.03;0;0;0
'3G346.04;0;0;0
'3G346.05;0;0;0
'3G346.07;0,01;0,12;0,04
'3G347;0;0;0
'3G348;0,48;47,44;47,47
'3G348.01;0;0;0
'3G348.02;0;0;0
'3G348.03;0;0;0
'3G349;0;0;0
'3G349.01;209,63;126,55;393,47
'3G350;0;0;0
'3G350.01;0;0;0
'3G351;0;0;0
'3G352;0;0;0
'3G353;0;0;0
'3G353.01;0;0;0
'3G353.02;0;0;0
'3G354;0,97;2,14;2,29
'3G354.01;10,19;19,52;18,47
'3G354.02;0,96;7,93;3,53
'3G354.03;0;0;0
'3G354.04;0;0;0
'3G354.05;0;0;0
'3G354.06;0,01;0;0,01
'3G356;0;0;0
'3G357;0;0;0
'3G357.01;0;0;0
'3G358;0;0;0
'3G359;0;0;0
'3G360;0;0;0
'3G361;0;0;0
'3G361.01;0;0;0
'3G362;0;0;0
'3G363;0;0;0
'3G363.01;0;0;0
'3G363.02;0;0;0
'3G363.03;0;0,01;0,09
'3G364;0;0;0
'3G364.01;0;0;0
'3G364.02;0,01;6,41;14,12
'3G364.03;0,01;0,12;11,82
'3G365;0;0;0
'3G365.01;0;0;0
'3G365.02;0;0;0
'3G365.03;0;0;0
'3G365.04;0;0;0
'3G365.05;0;0;0
'3G365.06;0;0;0
'3G365.07;0;0;0
'3G366;0;0;0
'3G366.01;0;0;0
'3G366.02;0;0;0
'3G366.03;0;0;0
'3G366.04;0;0;0
'3G366.05;10,1;8,79;10,44
'3G366.06;0;0;0
'3G366.07;0;0;0
'3G366.08;0;0;0
'3G366.09;0;0;0
'3G366.10;0,01;0,12;0,13
'3G367;0;0;0
'3G368;0;0;0
'3G369;0;0;0
'3G370;0;0;0
'3G371;0;0;0
'3G371.01;0;0;0
'3G371.02;0;0;0
'3G371.03;0;0;0
'3G372;0;0;0
'3G372.02;0;0;0
'3G373;0;0;0
'3G373.01;0;0;0
'3G374;0;0;0
'3G375;0;0;0
'3G375.01;0;0;0
'3G376;0;0;0
'3G377;0;0;0
'3G377.01;0;0;0
'3G377.02;0;0;0
'3G377.03;0;0;0
'3G377.04;0;0;0
'3G378;0;0;0
'3G378.01;0;0;0
'3G378.02;0;0;0
'3G379;0;0;0
'3G379.01;0;0;0
'3G380;0;0;0
'3G380.01;0;0;0
'3G381;0;0;0
'3G382;0;0;0
'3G382.01;0;0;0
'3G383;0;0;0
'3G384;0;0;0
'3G384.01;0;0;0
'3G385;0;0;0
'3G386;0;0;0
'3G387;0,01;0;46,55
'3G388;39,35;39,58;52,71
'3G389;0;0;0
'3G390;0;0;0
'3G391;0;0;0
'3G392;0;0;0
'3G392.01;0;0;0
'3G393;0,01;3,53;6,96
'3G393.01;0;0;0
'3G393.02;0;0;0
'3G393.03;0;0;0
'3G393.04;0;1,15;0
'3G393.05;0,01;0,12;0,12
'3G394;0;6,31;7,62
'3G394.01;0;0;0
'3G394.02;0;0;0
'3G394.03;0;0;0
'3G394.04;1,15;2,96;3,32
'3G394.05;0;0;0
'3G395;0;0;0
'3G396;0;0;0
'3G396.01;0;0;0
'3G397;0;0;0
'3G403;0;0;0
'3G403.01;0;0;0
'3G403.02;0;0;0
'3G403.03;0;0;0
'3G403.04;0;0;0
'3G403.05;0;0;0
'3G403.06;0;0;0
'3G403.07;0;0;0
'3G403.08;0;0;0
'3G403.09;0;0;0
'3G403.10;0;0;0
'3G403.11;0;0;0
'3G403.12;0;0;0
'3G403.13;0;0;0
'3G403.14;0;0;0
'3G403.15;0;0;0
'3G403.16;0;0;0
'3G405;0;0;0
'3G405.01;0;0;0
'3G406;0;0;0
'3G407;0;0;0
'3G408;0;0;0
'3G409;0;0;0
'3G409.01;0;0;0
'3G409.02;0;0;0
'3G409.03;0;0;0
'3G410;0;86,79;63,06
'3G410.01;0;0;0
'3G411;0;0;0
'3G412;0;0;0
'3G412.01;0;0;0
'3G413;0,01;2,85;154,65
'3G414;0;0;0
'3G415;89,01;71,64;74,11
'3G415.01;0;0;0
'3G415.02;0;0;0
'3G417;0;0;0
'3G418;0;0;0
'3G419;0;0;0
'3G420;0;0;0
'3G420.01;0;0;0
'3G421;0;0;0
'3G421.01;0;0;0
'3G421.011;0;0;0
'3G421.02;0;0;0
'3G421.031;0;0;0
'3G421.051;0;0;0
'3G422;0,01;0,12;5,62
'3G422.00;0;0;0
'3G422.01;0;0,01;11,47
'3G422.02;0,14;0,12;7,29
'3G422.03;0,01;0,12;11,47
'3G422.04;0;0,01;0,06
'3G422.05;0;0;0
'3G422.06;0;0,01;0,04
'3G422.07;0,01;0,12;0,06
'3G423;0;0;0
'3G423.01;0;0;0
'3G423.02;0;0;0
'3G423.03;0,01;0;0
'3G426;488,42;357,05;692,6
'3G427;0;0;0
'3G428;0;0;0
'3G429;0;0;0
'3G430;0;0;0
'3G430.01;0;0;0
'3G430.02;0;0;0
'3G430.03;0;0;0
'3G430.08;0,01;0,12;0,12
'3G430.09;0,01;0,12;0,12
'3G431;0;0;0
'3G431.01;0;0;0
'3G433;0;0;0
'3G433.01;0;0;0
'3G434.01;0;0;0
'3G436;0;0;0
'3G437;0;0;0
'3G437.01;0;0;0
'3G438;0;0;0
'3G439;0;0;0
'3G440;0;0;0
'3G441;0;0;0
'3G442;0;0;0
'3G442.01;0;0;0
'3G443;0;0;0
'3G444;0;0;0
'3G445;0;0;0
'3G446;0;0;0
'3G446.01;0;0;0
'3G446.02;0;0;0
'3G446.03;0;0;0
'3G446.04;0;0;0
'3G448;0;0;0
'3G449;0;0;0
'3G449.01;0;0;0
'3G449.02;0;0;0
'3G449.03;0;0;0
'3G450;0;0;0
'3G451;0;0;0
'3G453;0;0;0
'3G454;0;0;0
'3G454.01;0;0;0
'3G454.02;0;0;0
'3G456;7,53;9,61;10,02
'3G457;0,01;0;0,01
'3G457.01;0;0;0
'3G458;0;0;0
'3G458.01;0;0;0
'3G458.02;0;0;0
'3G459;0;0;0
'3G459.01;0;0;0
'3G459.02;0;0;0
'3G460;0;0;0
'3G461;11,42;10,1;4,87
'3G462;0;0;0
'3G463;0;0;0
'3G465;0;0;0
'3G465.01;0;0;0
'3G466;0;0;0,01
'3G466.01;0;0;0
'3G467;0,01;0;0
'3G470;0,68;0,7;0,7
'3G470.01;0,68;0;0,01
'3G471;0;0;0
'3G471.01;0;0;0
'3G472;199,98;148,28;196,77
'3G472.01;111,89;102,0;100,87
'3G473;0;0;0
'3G473.01;0;0;0
'3G473.02;0;0;0
'3G474;0;0;0
'3G475;0;0;0
'3G476;0;0;0
'3G477;0;0;0
'3G478;0;0;0
'3G479;0;0;0
'3G480;0;0;0
'3G482;0;0;0
'3G483;0;0;0
'3G484;0;0;0
'3G484.01;0;0;0
'3G485;0;0;0
'3G485.01;0;0;0
'3G486;3,41;4,53;4,6
'3G486.01;3,41;4,53;4,6
'3G487;0;0;0
'3G488;0;0;0
'3G488.01;0;0;0
'3G489;8,05;0,73;0,7
'3G489.01;16,33;17,8;18,51
'3G489.02;0,01;0,12;0,12
'3G489.03;5,18;5,18;5,15
'3G490;0;0;0
'3G491;0;0;0
'3G493;0;0;0
'3G495;0;0;0
'3G496;0;0;0
'3G498;0;0;0
'3G500;0;0;0
'3G500.01;0;0;0
'3G500.02;0;0;0
'3G501;0;0;0
'3G502;0;0;0
'3G503;0;0,5;0,5
'3G504;0;0;0
'3G505;0;0;0
'3G505.01;0;0;0
'3G505.02;0;0;0
'3G505.03;0;0;0
'3G506;0;0;0
'3G506.01;0;0;0
'3G507;0;0;0
'3G509;1,15;2,96;0
'3G510;0;0;0
'3G510.01;0;0;0
'3G512;0;0;0
'3G513;0;0;0
'3G513.01;0;0;0
'3G514;266,72;266,65;266,59
'3G516;0;0;0
'3G517;0,01;0;0,01
'3G517.01;0;0;0
'3G517XXXX;0;0;0
'3G518;0;0;0
'3G518.01;0,01;22,23;13,64
'3G518.02;0;0;0
'3G519;0,01;21,49;10,46
'3G520;0;0;0
'3G520.01;0;0;0
'3G521;0;0;0
'3G522;0;0;0
'3G523;0;0;0
'3G524;0;0;0
'3G525;0;0;0
'3G525.01;0;0;0
'3G528.01;189,01;293,03;275,3
'3G529;0;0;0
'3G530;1,15;12,83;12,51
'3G531;0;0;0
'3G531.01;0;0;0
'3G532;0;0;0
'3G532.01;0;0;0
'3G532.02;0;0;0
'3G533;117,75;113,12;159,27
'3G533.01;0,01;0,12;0,66
'3G534;0;0;0
'3G534.01;0;0;0
'3G534.02;0;0;0
'3G534.03;0;0;0
'3G534.04;0;0;0
'3G534.05;0;0;0
'3G534.06;0;0;0
'3G535;0;0;0
'3G536;390,94;387,17;580,52
'3G536.01;0;0;0
'3G536.02;0;0;0
'3G536.03;89,11;24,66;22,09
'3G537;0;0;0
'3G538;0;0;0
'3G539;0;0;0
'3G540;0;0;0
'3G541;0;0;0
'3G542;0;0;0
'3G542.01;0;0;0
'3G542.02;8,99;3,75;0
'3G542.03;8,99;3,75;0
'3G543;0;0;0
'3G544;0;0;0
'3G544.01;0;0;0
'3G545;0;0;0
'3G546;0;0;0
'3G546.01;0;0;0
'3G547;0;0;0
'3G547.01;0;0;0
'3G548;0;0;0
'3G549;0;0;0
'3G550;0;0;0
'3G550.01;0;0;0
'3G551;0;0;0
'3G551.01;0,01;0,12;0,12
'3G551.02;0,01;0,12;0,12
'3G552;0;0;0
'3G553;0;0;0
'3G554;0;0;0
'3G555;0;0;0
'3G556;0;0;0
'3G557;0;0;0
'3G559;0;0;0
'3G560;0;0;0
'3G560.01;0;0;0
'3G561;0;0;0
'3G561.01;0;0;0
'3G562;0;89,14;86,1
'3G562.01;0;89,74;86,1
'3G562.02;0,02;47,29;47,47
'3G563.01;0;0;0
'3G564;0;0;0
'3G567;0;0;0
'3G568.02;0;0;0
'3G569;0;0;0
'3G569.01;0;0;0
'3G570;0;28,15;27,49
'3G571;0;0;0
'3G571.01;0,73;50,26;48,82
'3G572;0;0;0
'3G573;0;0;0
'3G573.01;0;0;0
'3G574;1,13;1,7;1,9
'3G575;0;0;0
'3G575.01;0,09;0,06;0
'3G576;18,84;18,29;18,57
'3G576.01;0;0;0
'3G577;0;0;0
'3G578;0;0;0
'3G578.01;0;0;0
'3G579;0,01;7,08;7,65
'3G580;162,22;127,84;98,28
'3G581;228,03;182,31;126,83
'3G582;159,49;126,8;98,28
'3G583;0;0;0
'3G584;0;0;0
'3G584.01;0;0;0
'3G584.02;0;0;0
'3G584.03;0;0;0
'3G585;0;0;0
'3G586;0;0;0
'3G587;0;0;0
'3G588;0;0;0
'3G588.01;0,01;0,12;0,12
'3G590;0;0;0
'3G591;0;0;0
'3G591.01;0;0;0
'3G593;0;0;0
'3G593.01;0;0;0
'3G593.02;0;0;0
'3G594;0;0;0
'3G594.01;0;0;0
'3G595;0;0;0
'3G596;0;0;0
'3G597;0;0;0
'3G599;0;0;0
'3G600;0;0;0
'3G600.01;0;0;0
'3G601;2084,52;945,32;1424,01
'3G602;0;0;0
'3G603;0;0;0
'3G604;0;0;0
'3G606;0;0;0
